timestamp,service,request_rate_rps,error_rate_pct,p50_latency_ms,p95_latency_ms,p99_latency_ms,cpu_usage_pct,memory_usage_mb,delta_rps,delta_p95_latency_ms,delta_cpu_usage_pct,sla_violated
2026-04-08T16:03:55.257140+00:00,front-end,0.672727,0.0,2.5,4.75,4.95,0.532629,75.191,0.0,0.0,0.0,0
2026-04-08T16:03:55.257140+00:00,carts,0.0,0.0,nan,nan,nan,0.2,326.91,0.0,0.0,0.0,0
2026-04-08T16:03:55.257140+00:00,payment,0.890909,0.0,2.5,4.75,4.95,0.127273,15.586,0.0,0.0,0.0,0
2026-04-08T16:03:55.257140+00:00,catalogue,0.854545,0.0,2.5,4.75,4.95,0.109091,17.059,0.0,0.0,0.0,0
2026-04-08T16:03:55.257140+00:00,orders,0.0,0.0,nan,nan,nan,0.218182,312.512,0.0,0.0,0.0,0
2026-04-08T16:03:55.257140+00:00,user,0.872727,0.0,2.553,4.851,7.6,0.218182,20.438,0.0,0.0,0.0,0
2026-04-08T16:03:55.257140+00:00,shipping,0.0,0.0,nan,nan,nan,0.181818,296.297,0.0,0.0,0.0,0
2026-04-08T16:04:25.257725+00:00,front-end,0.672727,0.0,2.5,4.75,4.95,0.537935,75.943,0.0,0.0,0.005305,1
2026-04-08T16:04:25.257725+00:00,carts,0.0,0.0,nan,nan,nan,0.2,326.91,0.0,nan,0.0,0
2026-04-08T16:04:25.257725+00:00,payment,0.890909,0.0,2.5,4.75,4.95,0.127273,15.586,0.0,0.0,-0.0,0
2026-04-08T16:04:25.257725+00:00,catalogue,0.854545,0.0,2.5,4.75,4.95,0.145455,17.059,0.0,0.0,0.036364,0
2026-04-08T16:04:25.257725+00:00,orders,0.0,0.0,nan,nan,nan,0.218182,312.512,0.0,nan,0.0,1
2026-04-08T16:04:25.257725+00:00,user,0.872727,0.0,2.5,4.75,4.95,0.2,20.438,0.0,-0.101,-0.018182,0
2026-04-08T16:04:25.257725+00:00,shipping,0.0,0.0,nan,nan,nan,0.181818,296.297,0.0,nan,0.0,0
2026-04-08T16:04:55.257921+00:00,front-end,0.672727,0.0,2.5,4.75,4.95,0.543342,76.744,0.0,0.0,0.005407,1
2026-04-08T16:04:55.257921+00:00,carts,0.0,0.0,nan,nan,nan,0.181818,326.91,0.0,nan,-0.018182,0
2026-04-08T16:04:55.257921+00:00,payment,0.890909,0.0,2.5,4.75,4.95,0.127273,15.586,0.0,0.0,0.0,0
2026-04-08T16:04:55.257921+00:00,catalogue,0.854545,0.0,2.5,4.75,4.95,0.109091,17.059,0.0,0.0,-0.036364,0
2026-04-08T16:04:55.257921+00:00,orders,0.0,0.0,nan,nan,nan,0.2,312.512,0.0,nan,-0.018182,1
2026-04-08T16:04:55.257921+00:00,user,0.872727,0.0,2.5,4.75,4.95,0.2,20.438,0.0,0.0,-0.0,0
2026-04-08T16:04:55.257921+00:00,shipping,0.0,0.0,nan,nan,nan,0.163636,296.297,0.0,nan,-0.018182,0
2026-04-08T16:05:25.258310+00:00,front-end,3.363636,0.0,3.791,95.833,219.167,0.934136,79.17,2.690909,91.083,0.390795,1
2026-04-08T16:05:25.258310+00:00,carts,0.654545,0.0,7.368,21.625,24.325,0.454545,326.91,0.654545,nan,0.272727,0
2026-04-08T16:05:25.258310+00:00,payment,0.945455,0.0,2.5,4.75,4.95,0.145455,15.586,0.054545,0.0,0.018182,0
2026-04-08T16:05:25.258310+00:00,catalogue,1.4,0.0,2.5,4.75,4.95,0.2,17.059,0.545455,0.0,0.090909,0
2026-04-08T16:05:25.258310+00:00,orders,0.054545,0.0,31.25,48.125,49.5,0.4,312.531,0.054545,nan,0.2,1
2026-04-08T16:05:25.258310+00:00,user,1.509091,0.0,2.627,4.968,8.862,0.309091,20.438,0.636364,0.218,0.109091,0
2026-04-08T16:05:25.258310+00:00,shipping,0.054545,0.0,2.5,4.75,4.95,0.181818,296.297,0.054545,nan,0.018182,0
2026-04-08T16:05:55.258626+00:00,front-end,10.854545,0.0,3.798,39.081,150.5,2.737275,82.462,7.490909,-56.752,1.803138,1
2026-04-08T16:05:55.258626+00:00,carts,2.072727,0.0,8.095,23.237,24.948,1.072727,326.91,1.418182,1.612,0.618182,0
2026-04-08T16:05:55.258626+00:00,payment,1.163636,0.0,2.5,4.75,4.95,0.145455,15.586,0.218182,-0.0,0.0,0
