timestamp,service_name,cpu_cores,memory_bytes,cpu_millicores,memory_mb,memory_gb
2026-02-01T02:53:14.757978,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:53:14.757978,carts,0.007,122683392,7,117,0.1142578125
2026-02-01T02:53:14.757978,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:53:14.757978,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:53:14.757978,front,0.003,72351744,3,69,0.0673828125
2026-02-01T02:53:14.757978,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:53:14.757978,orders,0.007,119537664,7,114,0.111328125
2026-02-01T02:53:14.757978,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:53:14.757978,queue,0.005,318767104,5,304,0.296875
2026-02-01T02:53:14.757978,rabbitmq,0.068,128974848,68,123,0.1201171875
2026-02-01T02:53:14.757978,session,0.002,5242880,2,5,0.0048828125
2026-02-01T02:53:14.757978,shipping,0.005,330301440,5,315,0.3076171875
2026-02-01T02:53:14.757978,user,0.001,13631488,1,13,0.0126953125
2026-02-01T02:53:14.757978,user,0.005,48234496,5,46,0.044921875
2026-02-01T02:53:19.844603,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:53:19.844603,carts,0.007,122683392,7,117,0.1142578125
2026-02-01T02:53:19.844603,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:53:19.844603,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:53:19.844603,front,0.003,72351744,3,69,0.0673828125
2026-02-01T02:53:19.844603,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:53:19.844603,orders,0.007,119537664,7,114,0.111328125
2026-02-01T02:53:19.844603,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:53:19.844603,queue,0.005,318767104,5,304,0.296875
2026-02-01T02:53:19.844603,rabbitmq,0.068,128974848,68,123,0.1201171875
2026-02-01T02:53:19.844603,session,0.002,5242880,2,5,0.0048828125
2026-02-01T02:53:19.844603,shipping,0.005,330301440,5,315,0.3076171875
2026-02-01T02:53:19.844603,user,0.001,13631488,1,13,0.0126953125
2026-02-01T02:53:19.844603,user,0.005,48234496,5,46,0.044921875
2026-02-01T02:53:24.923301,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:53:24.923301,carts,0.007,122683392,7,117,0.1142578125
2026-02-01T02:53:24.923301,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:53:24.923301,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:53:24.923301,front,0.003,72351744,3,69,0.0673828125
2026-02-01T02:53:24.923301,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:53:24.923301,orders,0.007,119537664,7,114,0.111328125
2026-02-01T02:53:24.923301,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:53:24.923301,queue,0.005,318767104,5,304,0.296875
2026-02-01T02:53:24.923301,rabbitmq,0.068,128974848,68,123,0.1201171875
2026-02-01T02:53:24.923301,session,0.002,5242880,2,5,0.0048828125
2026-02-01T02:53:24.923301,shipping,0.005,330301440,5,315,0.3076171875
2026-02-01T02:53:24.923301,user,0.001,13631488,1,13,0.0126953125
2026-02-01T02:53:24.923301,user,0.005,48234496,5,46,0.044921875
2026-02-01T02:53:30.005855,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:53:30.005855,carts,0.007,122683392,7,117,0.1142578125
2026-02-01T02:53:30.005855,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:53:30.005855,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:53:30.005855,front,0.003,72351744,3,69,0.0673828125
2026-02-01T02:53:30.005855,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:53:30.005855,orders,0.007,119537664,7,114,0.111328125
2026-02-01T02:53:30.005855,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:53:30.005855,queue,0.005,318767104,5,304,0.296875
2026-02-01T02:53:30.005855,rabbitmq,0.068,128974848,68,123,0.1201171875
2026-02-01T02:53:30.005855,session,0.002,5242880,2,5,0.0048828125
2026-02-01T02:53:30.005855,shipping,0.005,330301440,5,315,0.3076171875
2026-02-01T02:53:30.005855,user,0.001,13631488,1,13,0.0126953125
2026-02-01T02:53:30.005855,user,0.005,48234496,5,46,0.044921875
2026-02-01T02:53:35.177212,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:53:35.177212,carts,0.007,122683392,7,117,0.1142578125
2026-02-01T02:53:35.177212,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:53:35.177212,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:53:35.177212,front,0.003,72351744,3,69,0.0673828125
2026-02-01T02:53:35.177212,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:53:35.177212,orders,0.007,119537664,7,114,0.111328125
2026-02-01T02:53:35.177212,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:53:35.177212,queue,0.005,318767104,5,304,0.296875
2026-02-01T02:53:35.177212,rabbitmq,0.068,128974848,68,123,0.1201171875
2026-02-01T02:53:35.177212,session,0.002,5242880,2,5,0.0048828125
2026-02-01T02:53:35.177212,shipping,0.005,330301440,5,315,0.3076171875
2026-02-01T02:53:35.177212,user,0.001,13631488,1,13,0.0126953125
2026-02-01T02:53:35.177212,user,0.005,48234496,5,46,0.044921875
2026-02-01T02:53:40.276008,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:53:40.276008,carts,0.007,122683392,7,117,0.1142578125
2026-02-01T02:53:40.276008,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:53:40.276008,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:53:40.276008,front,0.003,72351744,3,69,0.0673828125
2026-02-01T02:53:40.276008,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:53:40.276008,orders,0.007,119537664,7,114,0.111328125
2026-02-01T02:53:40.276008,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:53:40.276008,queue,0.005,318767104,5,304,0.296875
2026-02-01T02:53:40.276008,rabbitmq,0.068,128974848,68,123,0.1201171875
2026-02-01T02:53:40.276008,session,0.002,5242880,2,5,0.0048828125
2026-02-01T02:53:40.276008,shipping,0.005,330301440,5,315,0.3076171875
2026-02-01T02:53:40.276008,user,0.001,13631488,1,13,0.0126953125
2026-02-01T02:53:40.276008,user,0.005,48234496,5,46,0.044921875
2026-02-01T02:53:45.508487,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:53:45.508487,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:53:45.508487,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:53:45.508487,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:53:45.508487,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:53:45.508487,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:53:45.508487,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:53:45.508487,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:53:45.508487,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:53:45.508487,rabbitmq,0.066,128974848,66,123,0.1201171875
2026-02-01T02:53:45.508487,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:53:45.508487,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:53:45.508487,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:53:45.508487,user,0.006,48234496,6,46,0.044921875
2026-02-01T02:53:50.608005,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:53:50.608005,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:53:50.608005,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:53:50.608005,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:53:50.608005,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:53:50.608005,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:53:50.608005,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:53:50.608005,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:53:50.608005,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:53:50.608005,rabbitmq,0.066,128974848,66,123,0.1201171875
2026-02-01T02:53:50.608005,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:53:50.608005,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:53:50.608005,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:53:50.608005,user,0.006,48234496,6,46,0.044921875
2026-02-01T02:53:55.727729,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:53:55.727729,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:53:55.727729,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:53:55.727729,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:53:55.727729,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:53:55.727729,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:53:55.727729,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:53:55.727729,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:53:55.727729,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:53:55.727729,rabbitmq,0.066,128974848,66,123,0.1201171875
2026-02-01T02:53:55.727729,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:53:55.727729,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:53:55.727729,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:53:55.727729,user,0.006,48234496,6,46,0.044921875
2026-02-01T02:54:00.822843,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:54:00.822843,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:54:00.822843,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:54:00.822843,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:54:00.822843,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:54:00.822843,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:54:00.822843,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:54:00.822843,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:54:00.822843,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:54:00.822843,rabbitmq,0.066,128974848,66,123,0.1201171875
2026-02-01T02:54:00.822843,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:54:00.822843,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:54:00.822843,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:54:00.822843,user,0.006,48234496,6,46,0.044921875
2026-02-01T02:54:05.912542,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:54:05.912542,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:54:05.912542,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:54:05.912542,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:54:05.912542,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:54:05.912542,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:54:05.912542,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:54:05.912542,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:54:05.912542,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:54:05.912542,rabbitmq,0.066,128974848,66,123,0.1201171875
2026-02-01T02:54:05.912542,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:54:05.912542,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:54:05.912542,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:54:05.912542,user,0.006,48234496,6,46,0.044921875
2026-02-01T02:54:10.988492,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:54:10.988492,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:54:10.988492,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:54:10.988492,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:54:10.988492,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:54:10.988492,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:54:10.988492,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:54:10.988492,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:54:10.988492,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:54:10.988492,rabbitmq,0.066,128974848,66,123,0.1201171875
2026-02-01T02:54:10.988492,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:54:10.988492,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:54:10.988492,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:54:10.988492,user,0.006,48234496,6,46,0.044921875
2026-02-01T02:54:16.150206,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:54:16.150206,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:54:16.150206,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:54:16.150206,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:54:16.150206,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:54:16.150206,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:54:16.150206,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:54:16.150206,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:54:16.150206,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:54:16.150206,rabbitmq,0.066,128974848,66,123,0.1201171875
2026-02-01T02:54:16.150206,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:54:16.150206,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:54:16.150206,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:54:16.150206,user,0.006,48234496,6,46,0.044921875
2026-02-01T02:54:21.258442,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:54:21.258442,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:54:21.258442,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:54:21.258442,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:54:21.258442,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:54:21.258442,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:54:21.258442,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:54:21.258442,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:54:21.258442,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:54:21.258442,rabbitmq,0.066,128974848,66,123,0.1201171875
2026-02-01T02:54:21.258442,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:54:21.258442,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:54:21.258442,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:54:21.258442,user,0.006,48234496,6,46,0.044921875
2026-02-01T02:54:26.369088,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:54:26.369088,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:54:26.369088,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:54:26.369088,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:54:26.369088,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:54:26.369088,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:54:26.369088,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:54:26.369088,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:54:26.369088,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:54:26.369088,rabbitmq,0.066,128974848,66,123,0.1201171875
2026-02-01T02:54:26.369088,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:54:26.369088,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:54:26.369088,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:54:26.369088,user,0.006,48234496,6,46,0.044921875
2026-02-01T02:54:31.464783,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:54:31.464783,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:54:31.464783,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:54:31.464783,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:54:31.464783,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:54:31.464783,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:54:31.464783,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:54:31.464783,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:54:31.464783,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:54:31.464783,rabbitmq,0.066,128974848,66,123,0.1201171875
2026-02-01T02:54:31.464783,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:54:31.464783,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:54:31.464783,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:54:31.464783,user,0.006,48234496,6,46,0.044921875
2026-02-01T02:54:36.551779,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:54:36.551779,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:54:36.551779,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:54:36.551779,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:54:36.551779,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:54:36.551779,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:54:36.551779,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:54:36.551779,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:54:36.551779,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:54:36.551779,rabbitmq,0.066,128974848,66,123,0.1201171875
2026-02-01T02:54:36.551779,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:54:36.551779,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:54:36.551779,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:54:36.551779,user,0.006,48234496,6,46,0.044921875
2026-02-01T02:54:41.625581,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:54:41.625581,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:54:41.625581,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:54:41.625581,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:54:41.625581,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:54:41.625581,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:54:41.625581,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:54:41.625581,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:54:41.625581,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:54:41.625581,rabbitmq,0.066,128974848,66,123,0.1201171875
2026-02-01T02:54:41.625581,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:54:41.625581,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:54:41.625581,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:54:41.625581,user,0.006,48234496,6,46,0.044921875
2026-02-01T02:54:46.696100,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:54:46.696100,carts,0.008,122683392,8,117,0.1142578125
2026-02-01T02:54:46.696100,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:54:46.696100,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:54:46.696100,front,0.003,67108864,3,64,0.0625
2026-02-01T02:54:46.696100,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:54:46.696100,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:54:46.696100,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:54:46.696100,queue,0.003,318767104,3,304,0.296875
