timestamp,service_name,cpu_cores,memory_bytes,cpu_millicores,memory_mb,memory_gb
2026-02-01T02:48:33.178470,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:48:33.178470,carts,0.007,122683392,7,117,0.1142578125
2026-02-01T02:48:33.178470,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:48:33.178470,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:48:33.178470,front,0.003,74448896,3,71,0.0693359375
2026-02-01T02:48:33.178470,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:48:33.178470,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:48:33.178470,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:48:33.178470,queue,0.003,318767104,3,304,0.296875
2026-02-01T02:48:33.178470,rabbitmq,0.072,130023424,72,124,0.12109375
2026-02-01T02:48:33.178470,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:48:33.178470,shipping,0.002,331350016,2,316,0.30859375
2026-02-01T02:48:33.178470,user,0.002,13631488,2,13,0.0126953125
2026-02-01T02:48:33.178470,user,0.006,48234496,6,46,0.044921875
