timestamp,service_name,cpu_cores,memory_bytes,cpu_millicores,memory_mb,memory_gb
2026-02-01T02:35:38.719097,carts,0.002,351272960,2,335,0.3271484375
2026-02-01T02:35:38.719097,carts,0.008,121634816,8,116,0.11328125
2026-02-01T02:35:38.719097,catalogue,0.001,15728640,1,15,0.0146484375
2026-02-01T02:35:38.719097,catalogue,0.001,211812352,1,202,0.197265625
2026-02-01T02:35:38.719097,front,0.003,71303168,3,68,0.06640625
2026-02-01T02:35:38.719097,orders,0.002,363855872,2,347,0.3388671875
2026-02-01T02:35:38.719097,orders,0.008,119537664,8,114,0.111328125
2026-02-01T02:35:38.719097,payment,0.001,12582912,1,12,0.01171875
2026-02-01T02:35:38.719097,queue,0.002,318767104,2,304,0.296875
2026-02-01T02:35:38.719097,rabbitmq,0.069,128974848,69,123,0.1201171875
2026-02-01T02:35:38.719097,session,0.003,5242880,3,5,0.0048828125
2026-02-01T02:35:38.719097,shipping,0.002,330301440,2,315,0.3076171875
2026-02-01T02:35:38.719097,user,0.002,12582912,2,12,0.01171875
2026-02-01T02:35:38.719097,user,0.006,48234496,6,46,0.044921875
