timestamp,service_name,cpu_cores,memory_bytes,cpu_millicores,memory_mb,memory_gb
2026-02-07T16:19:22.305445,carts,0.003,365953024,3,349,0.3408203125
2026-02-07T16:19:22.305445,carts,0.009,179306496,9,171,0.1669921875
2026-02-07T16:19:22.305445,catalogue,0.001,16777216,1,16,0.015625
2026-02-07T16:19:22.305445,catalogue,0.001,239075328,1,228,0.22265625
2026-02-07T16:19:22.305445,front,0.003,81788928,3,78,0.076171875
2026-02-07T16:19:22.305445,orders,0.003,392167424,3,374,0.365234375
2026-02-07T16:19:22.305445,orders,0.009,158334976,9,151,0.1474609375
2026-02-07T16:19:22.305445,payment,0.001,15728640,1,15,0.0146484375
2026-02-07T16:19:22.305445,queue,0.003,319815680,3,305,0.2978515625
2026-02-07T16:19:22.305445,rabbitmq,0.071,150994944,71,144,0.140625
2026-02-07T16:19:22.305445,session,0.003,18874368,3,18,0.017578125
2026-02-07T16:19:22.305445,shipping,0.003,354418688,3,338,0.330078125
2026-02-07T16:19:22.305445,user,0.002,15728640,2,15,0.0146484375
2026-02-07T16:19:22.305445,user,0.007,56623104,7,54,0.052734375
2026-02-07T16:19:27.392755,carts,0.003,365953024,3,349,0.3408203125
2026-02-07T16:19:27.392755,carts,0.009,179306496,9,171,0.1669921875
2026-02-07T16:19:27.392755,catalogue,0.001,16777216,1,16,0.015625
2026-02-07T16:19:27.392755,catalogue,0.001,239075328,1,228,0.22265625
2026-02-07T16:19:27.392755,front,0.003,81788928,3,78,0.076171875
2026-02-07T16:19:27.392755,orders,0.003,392167424,3,374,0.365234375
2026-02-07T16:19:27.392755,orders,0.009,158334976,9,151,0.1474609375
2026-02-07T16:19:27.392755,payment,0.001,15728640,1,15,0.0146484375
2026-02-07T16:19:27.392755,queue,0.003,319815680,3,305,0.2978515625
2026-02-07T16:19:27.392755,rabbitmq,0.071,150994944,71,144,0.140625
2026-02-07T16:19:27.392755,session,0.003,18874368,3,18,0.017578125
2026-02-07T16:19:27.392755,shipping,0.003,354418688,3,338,0.330078125
2026-02-07T16:19:27.392755,user,0.002,15728640,2,15,0.0146484375
2026-02-07T16:19:27.392755,user,0.007,56623104,7,54,0.052734375
2026-02-07T16:19:32.515473,carts,0.003,365953024,3,349,0.3408203125
2026-02-07T16:19:32.515473,carts,0.009,179306496,9,171,0.1669921875
2026-02-07T16:19:32.515473,catalogue,0.001,16777216,1,16,0.015625
2026-02-07T16:19:32.515473,catalogue,0.001,239075328,1,228,0.22265625
2026-02-07T16:19:32.515473,front,0.003,81788928,3,78,0.076171875
2026-02-07T16:19:32.515473,orders,0.003,392167424,3,374,0.365234375
2026-02-07T16:19:32.515473,orders,0.009,158334976,9,151,0.1474609375
2026-02-07T16:19:32.515473,payment,0.001,15728640,1,15,0.0146484375
2026-02-07T16:19:32.515473,queue,0.003,319815680,3,305,0.2978515625
2026-02-07T16:19:32.515473,rabbitmq,0.071,150994944,71,144,0.140625
2026-02-07T16:19:32.515473,session,0.003,18874368,3,18,0.017578125
2026-02-07T16:19:32.515473,shipping,0.003,354418688,3,338,0.330078125
2026-02-07T16:19:32.515473,user,0.002,15728640,2,15,0.0146484375
2026-02-07T16:19:32.515473,user,0.007,56623104,7,54,0.052734375
2026-02-07T16:19:37.672174,carts,0.003,365953024,3,349,0.3408203125
2026-02-07T16:19:37.672174,carts,0.009,179306496,9,171,0.1669921875
2026-02-07T16:19:37.672174,catalogue,0.001,16777216,1,16,0.015625
2026-02-07T16:19:37.672174,catalogue,0.001,239075328,1,228,0.22265625
2026-02-07T16:19:37.672174,front,0.003,81788928,3,78,0.076171875
2026-02-07T16:19:37.672174,orders,0.003,392167424,3,374,0.365234375
2026-02-07T16:19:37.672174,orders,0.009,158334976,9,151,0.1474609375
2026-02-07T16:19:37.672174,payment,0.001,15728640,1,15,0.0146484375
2026-02-07T16:19:37.672174,queue,0.003,319815680,3,305,0.2978515625
2026-02-07T16:19:37.672174,rabbitmq,0.071,150994944,71,144,0.140625
2026-02-07T16:19:37.672174,session,0.003,18874368,3,18,0.017578125
2026-02-07T16:19:37.672174,shipping,0.003,354418688,3,338,0.330078125
2026-02-07T16:19:37.672174,user,0.002,15728640,2,15,0.0146484375
2026-02-07T16:19:37.672174,user,0.007,56623104,7,54,0.052734375
2026-02-07T16:19:42.796116,carts,0.003,365953024,3,349,0.3408203125
2026-02-07T16:19:42.796116,carts,0.009,179306496,9,171,0.1669921875
2026-02-07T16:19:42.796116,catalogue,0.001,16777216,1,16,0.015625
2026-02-07T16:19:42.796116,catalogue,0.001,239075328,1,228,0.22265625
2026-02-07T16:19:42.796116,front,0.003,81788928,3,78,0.076171875
2026-02-07T16:19:42.796116,orders,0.003,392167424,3,374,0.365234375
2026-02-07T16:19:42.796116,orders,0.009,158334976,9,151,0.1474609375
2026-02-07T16:19:42.796116,payment,0.001,15728640,1,15,0.0146484375
2026-02-07T16:19:42.796116,queue,0.003,319815680,3,305,0.2978515625
2026-02-07T16:19:42.796116,rabbitmq,0.071,150994944,71,144,0.140625
2026-02-07T16:19:42.796116,session,0.003,18874368,3,18,0.017578125
2026-02-07T16:19:42.796116,shipping,0.003,354418688,3,338,0.330078125
2026-02-07T16:19:42.796116,user,0.002,15728640,2,15,0.0146484375
2026-02-07T16:19:42.796116,user,0.007,56623104,7,54,0.052734375
2026-02-07T16:19:47.932079,carts,0.005,364904448,5,348,0.33984375
2026-02-07T16:19:47.932079,carts,0.009,179306496,9,171,0.1669921875
2026-02-07T16:19:47.932079,catalogue,0.001,16777216,1,16,0.015625
2026-02-07T16:19:47.932079,catalogue,0.001,239075328,1,228,0.22265625
2026-02-07T16:19:47.932079,front,0.003,81788928,3,78,0.076171875
2026-02-07T16:19:47.932079,orders,0.004,391118848,4,373,0.3642578125
2026-02-07T16:19:47.932079,orders,0.009,157286400,9,150,0.146484375
2026-02-07T16:19:47.932079,payment,0.001,15728640,1,15,0.0146484375
2026-02-07T16:19:47.932079,queue,0.003,319815680,3,305,0.2978515625
2026-02-07T16:19:47.932079,rabbitmq,0.079,150994944,79,144,0.140625
2026-02-07T16:19:47.932079,session,0.003,18874368,3,18,0.017578125
2026-02-07T16:19:47.932079,shipping,0.005,354418688,5,338,0.330078125
2026-02-07T16:19:47.932079,user,0.002,15728640,2,15,0.0146484375
2026-02-07T16:19:47.932079,user,0.007,56623104,7,54,0.052734375
